Data as of 2021-01-03
Symbol,Name,Asset Class,Assets,Avg. Daily Volume,Price,Inverse,Leveraged,Smart Beta,Currency Hedged,1 Week Returns,4 Week Returns,YTD Price Change,1 Year Returns,3 Year Returns,5 Year Returns,1 Week FF,4 Week FF,YTD FF,1 Year FF,3 Year FF,5 Year FF,ETFdb Category,Inception,ER,Annual Dividend Rate,Dividend Date,Dividend, Annual Dividend Yield %, Dividend Frequency, Standard Deviation,P/E Ratio,Beta,5-Day Volatility,20-Day Volatility,50-Day Volatility,200-Day Volatility,Issuer,# of Holdings,% In Top 10,% In Top 15,% In Top 50,ST Cap Gains,LT Cap Gains,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity,Expenses,Performance,Volatility,ETFdb Pro,Dividend,Concentration,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),ESG Exclusion Criteria (%),Sustainable Impact Solutions (%)
DJUN,FT Cboe Vest U.S. Equity Deep Buffer ETF - June,Equity,"$25,929,700",N/A,N/A,false,false,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$0.0,$0.0,$0.0,$21.409,$21.409,$21.409,Large Cap Blend Equities,2020-06-19,0.85%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,First Trust,1,0.00%,0.00%,0.00%,39%,20%,1099,N/A,N/A,N/A,N/A,N/A,N/A,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BMAR,Innovator S&P 500 Buffer ETF March Series,Equity,"$23,714,200",N/A,N/A,false,false,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$0.0,$0.0,$0.0,$20.249376,$20.249376,$20.249376,Large Cap Blend Equities,2020-03-02,0.79%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Innovator Management,2,100.00%,100.00%,100.00%,39%,20%,1099,N/A,N/A,N/A,N/A,N/A,N/A,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PMAY,Innovator S&P 500 Power Buffer ETF May Series,Equity,"$66,757,200","6,151",$28.35,false,false,false,false,0.16%,0.31%,N/A,N/A,N/A,N/A,$0.0,-$1.415755,$0.0,$58.302292,$58.302292,$58.302292,Large Cap Blend Equities,2020-05-01,0.79%,N/A,N/A,N/A,N/A,N/A,N/A,25.9,0.28,8.25%,1.73%,6.03%,6.11%,Innovator Management,2,100.00%,100.00%,100.00%,39%,20%,1099,$28.22,$28.38,$28.33,$28.39,61.52,N/A,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MRSK,Agility Shares Managed Risk ETF,Multi-Asset,"$6,945,000",N/A,N/A,false,false,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$0.0,$0.0,$0.0,$4.075224,$4.075224,$4.075224,Hedge Fund,2020-06-25,0.96%,N/A,N/A,N/A,N/A,Annually,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Toews Corp,5,100.00%,100.00%,100.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CFCV,ClearBridge Focus Value ETF,Equity,"$3,087,500",N/A,N/A,false,false,false,false,N/A,N/A,N/A,N/A,N/A,N/A,-$0.000359,-$0.000741,$0.0,-$0.000463,-$0.000463,-$0.000463,Global Equities,2020-05-27,0.50%,N/A,N/A,N/A,N/A,Quarterly,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Legg Mason,N/A,N/A,N/A,N/A,39%,20%,1099,N/A,N/A,N/A,N/A,N/A,N/A,A-,N/A,N/A,N/A,N/A,N/A,5.85,76.77%,49.48%,196.27,11.20%,2.64%
GSID,Goldman Sachs MarketBeta International Equity ETF,Equity,"$315,360,000",N/A,N/A,false,false,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$0.0,$0.0,$0.0,$248.422,$248.422,$248.422,Foreign Large Cap Equities,2020-05-12,0.20%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Goldman Sachs,989,11.96%,15.61%,32.53%,39%,20%,1099,N/A,N/A,N/A,N/A,N/A,N/A,A,N/A,N/A,N/A,N/A,N/A,7.39,61.07%,87.85%,140.63,11.79%,7.33%
TBJL,Innovator 20+ Year Treasury Bond 9 Buffer ETF June Series,Bond,"$6,117,200","2,109",$24.59,false,false,false,false,0.24%,0.10%,N/A,N/A,N/A,N/A,$0.0,$0.616023,$0.0,$6.233813,$6.233813,$6.233813,Total Bond Market,2020-08-18,0.79%,N/A,N/A,N/A,N/A,Annually,N/A,N/A,0.66,4.62%,6.80%,7.84%,N/A,Innovator Management,2,100.00%,100.00%,100.00%,N/A,N/A,N/A,$24.36,$24.69,$24.56,$24.61,50.81,N/A,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FMIL,Fidelity New Millennium ETF,Equity,"$21,571,600","19,688",$24.21,false,false,false,false,0.85%,2.39%,N/A,N/A,N/A,N/A,$0.0,$5.40319,$0.0,$17.716185,$17.716185,$17.716185,Large Cap Blend Equities,2020-06-02,N/A,$0.22,2020-12-30,$0.01,0.89%,N/A,N/A,17.8,1.51,12.86%,12.89%,19.84%,18.79%,Fidelity,114,45.54%,54.00%,87.27%,N/A,N/A,N/A,$23.76,$24.31,$24.06,$24.33,62.87,N/A,N/A,N/A,N/A,N/A,C,N/A,5.71,70.51%,45.08%,183.54,13.21%,4.32%
FMAY,FT Cboe Vest U.S. Equity Buffer ETF - May,Equity,"$63,925,000",N/A,N/A,false,false,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$0.0,$1.71485,$0.0,$56.2895,$56.2895,$56.2895,Large Cap Blend Equities,2020-05-15,0.85%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,First Trust,1,0.00%,0.00%,0.00%,39%,20%,1099,N/A,N/A,N/A,N/A,N/A,N/A,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KAPR,Innovator Russell 2000 Power Buffer ETF April Series,Equity,"$27,582,000","13,031",$26.86,false,false,false,false,0.11%,0.49%,N/A,N/A,N/A,N/A,$0.0,-$2.01295,$0.0,$23.978197,$23.978197,$23.978197,Global Equities,2020-04-01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.24,0.27,7.13%,2.26%,4.20%,5.21%,Innovator Management,3,100.00%,100.00%,100.00%,N/A,N/A,N/A,$26.72,$26.88,$26.80,$26.92,61.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BDEC,Innovator S&P 500 Buffer ETF December Series,Equity,"$89,763,800","51,845",$30.51,false,false,false,false,1.04%,1.78%,13.38%,13.38%,N/A,N/A,$0.0,$33.09253,$0.0,$56.831408,$85.823491,$85.823491,Large Cap Blend Equities,2019-12-02,0.79%,N/A,N/A,N/A,N/A,N/A,2.03%,27.23,0.51,24.21%,5.77%,10.29%,10.15%,Innovator Management,2,100.00%,100.00%,100.00%,39%,20%,1099,$29.92,$30.47,N/A,N/A,68.58,N/A,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FFEB,FT Cboe Vest U.S. Equity Buffer ETF - February,Equity,"$221,683,000",N/A,N/A,false,false,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$0.0,-$8.2137,$0.0,$197.6003,$197.6003,$197.6003,n/a,2020-02-21,0.85%,N/A,N/A,N/A,N/A,Annually,N/A,N/A,N/A,N/A,N/A,N/A,N/A,First Trust,1,0.00%,0.00%,0.00%,39%,20%,1099,N/A,N/A,N/A,N/A,N/A,N/A,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FAUG,FT Cboe Vest U.S. Equity Buffer ETF - August,Equity,"$105,536,000",N/A,N/A,false,false,false,false,N/A,N/A,N/A,N/A,N/A,N/A,-$1.7301,-$0.00545,$0.0,$88.52255,$93.08545,$93.08545,Large Cap Blend Equities,2019-11-06,0.85%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,First Trust,1,0.00%,0.00%,0.00%,39%,20%,1099,N/A,N/A,N/A,N/A,N/A,N/A,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BTYS,iPath Series B US Treasury 10-year Bear ETN,Bond,"$5,471,700",N/A,N/A,true,false,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$0.0,-$4.04814,$0.0,-$2.581477,-$2.581477,-$2.581477,Inverse Bonds,2020-02-04,0.75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Barclays Capital,N/A,N/A,N/A,N/A,39%,20%,1099,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FNGS,MicroSectors FANG+ ETN,Equity,"$65,655,300","12,642",$110.77,false,false,false,false,3.63%,7.92%,101.99%,101.99%,N/A,N/A,$0.0,$0.0,$0.0,-$23.316053,-$23.316053,-$23.316053,Large Cap Growth Equities,2019-11-12,0.58%,N/A,N/A,N/A,N/A,N/A,18.03%,N/A,1.10,17.23%,15.71%,26.70%,31.56%,BMO Financial Group,10,100.00%,100.00%,100.00%,39%,20%,1099,$101.15,$112.16,$110.35,$111.19,67.64,B,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KOCT,Innovator Russell 2000 Power Buffer ETF October Series,Equity,"$53,833,400","23,211",$25.93,false,false,false,false,-0.25%,0.98%,2.57%,2.57%,N/A,N/A,$0.0,-$0.647975,$0.0,$20.501913,$50.371663,$50.371663,Global Equities,2019-10-01,0.79%,N/A,N/A,N/A,N/A,N/A,1.60%,17.24,0.63,11.60%,4.17%,8.28%,9.61%,Innovator Management,1,100.00%,100.00%,100.00%,39%,20%,1099,$25.74,$26.02,$25.86,$25.97,61.69,N/A,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
UNOV,S&P 500 Ultra Buffer ETF November Series,Equity,"$17,009,600","7,734",$28.29,false,false,false,false,0.52%,0.23%,8.31%,8.31%,N/A,N/A,$0.0,$0.70524,$0.0,$7.927215,$15.626137,$15.626137,Large Cap Blend Equities,2019-11-01,0.79%,N/A,N/A,N/A,N/A,N/A,1.20%,25.9,0.32,11.95%,3.16%,4.56%,4.84%,Innovator Management,2,100.00%,100.00%,100.00%,39%,20%,1099,$28.17,$28.33,$28.18,$28.34,60.7,N/A,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EQOP,Natixis U.S. Equity Opportunities ETF,Equity,"$11,739,500",N/A,N/A,false,false,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$0.0,$0.0,$0.0,$0.0,$0.0,$0.0,Large Cap Blend Equities,2020-09-17,0.90%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Natixis Global Asset Management,64,33.57%,44.20%,91.81%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C,N/A,N/A,N/A,N/A,N/A,4.55,12.67%,23.79%,37.58,4.19%,4.96%
TDV,ProShares S&P Technology Dividend Aristocrats ETF,Equity,"$88,656,000","5,946",$52.81,false,false,false,false,0.87%,3.63%,28.99%,28.99%,N/A,N/A,$0.0,$1.046966,$0.0,$53.006641,$65.754343,$65.754343,Technology Equities,2019-11-05,0.66%,$0.19,2020-03-25,$0.14,0.48%,Annually,5.21%,27.58,1.02,38.48%,11.65%,18.94%,20.18%,ProShares,37,30.92%,45.16%,100.01%,35%,15%,1099,$51.07,$53.04,$52.58,$52.92,66.01,C+,C+,B,B+,B-,B-,A,5.4,66.89%,37.62%,32.23,5.50%,5.77%
AZBO,AllianzIM U.S. Large Cap Buffer20 Oct ETF,Equity,"$30,412,400",N/A,N/A,false,false,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$0.0,$0.0,$0.0,$0.622425,$0.622425,$0.622425,Large Cap Blend Equities,2020-09-30,0.74%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Allianz Investment Management LLC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,B-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TDSC,Cabana Target Drawdown 10 ETF,Multi-Asset,"$552,293,000",N/A,N/A,false,false,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$1.845075,$11.34375,$0.0,$553.3517,$553.3517,$553.3517,n/a,2020-09-16,0.95%,N/A,N/A,N/A,N/A,Annually,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cabana Asset Management,12,99.29%,99.98%,99.98%,39%,20%,1099,N/A,N/A,N/A,N/A,N/A,N/A,C,N/A,N/A,N/A,N/A,N/A,5.77,57.47%,47.04%,550.58,7.13%,4.06%
NAPR,Innovator Nasdaq-100 Power Buffer ETF April Series,Equity,"$16,034,200",N/A,N/A,false,false,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$0.0,$0.0,$0.0,$13.548501,$13.548501,$13.548501,Global Equities,2020-04-01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Innovator Management,2,100.00%,100.00%,100.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FJUN,FT Cboe Vest U.S. Equity Buffer ETF - June,Equity,"$52,617,900",N/A,N/A,false,false,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$0.0,$0.0,$0.0,$43.77675,$43.77675,$43.77675,Large Cap Blend Equities,2020-06-19,0.85%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,First Trust,1,0.00%,0.00%,0.00%,39%,20%,1099,N/A,N/A,N/A,N/A,N/A,N/A,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PMAR,Innovator S&P 500 Power Buffer ETF March Series,Equity,"$52,697,800",N/A,N/A,false,false,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$0.0,-$1.420565,$0.0,$44.480791,$44.480791,$44.480791,Large Cap Blend Equities,2020-03-02,0.79%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Innovator Management,2,100.00%,100.00%,100.00%,39%,20%,1099,N/A,N/A,N/A,N/A,N/A,N/A,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
UMAY,Innovator S&P 500 Ultra Buffer ETF May Series,Equity,"$10,924,200","2,206",$27.35,false,false,false,false,0.19%,0.37%,N/A,N/A,N/A,N/A,$0.0,$0.0,$0.0,$10.253652,$10.253652,$10.253652,Large Cap Blend Equities,2020-05-01,0.79%,N/A,N/A,N/A,N/A,N/A,N/A,25.9,0.17,4.83%,1.65%,3.92%,3.80%,Innovator Management,2,100.00%,100.00%,100.00%,39%,20%,1099,$27.22,$27.34,N/A,N/A,63.02,N/A,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GSUS,Goldman Sachs MarketBeta U.S. Equity ETF,Equity,"$283,182,000",N/A,N/A,false,false,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$0.0,$2.559,$0.0,$229.9915,$229.9915,$229.9915,Large Cap Growth Equities,2020-05-12,0.07%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Goldman Sachs,512,26.69%,31.71%,52.66%,39%,20%,1099,N/A,N/A,N/A,N/A,N/A,N/A,A,N/A,N/A,N/A,N/A,N/A,5.02,29.15%,30.54%,132.52,5.98%,5.44%
TAEQ,Trend Aggregation US ETF,Multi-Asset,"$51,026,600",N/A,N/A,false,false,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$0.0,-$2.076355,$0.0,$43.676683,$43.676683,$43.676683,All Cap Equities,2020-05-08,1.87%,N/A,N/A,N/A,N/A,Annually,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tuttle Tactical Management LLC,76,39.71%,50.61%,87.27%,39%,20%,1099,N/A,N/A,N/A,N/A,N/A,N/A,C,N/A,N/A,N/A,N/A,N/A,6.88,96.59%,79.43%,22.31,1.01%,8.31%
TFJL,Innovator 20+ Year Treasury Bond 5 Floor ETF June Series,Bond,"$6,683,400","4,745",$24.48,false,false,false,false,0.23%,0.15%,N/A,N/A,N/A,N/A,$0.0,$1.833248,$0.0,$6.788085,$6.788085,$6.788085,Total Bond Market,2020-08-18,0.79%,N/A,N/A,N/A,N/A,Annually,N/A,N/A,0.71,11.56%,8.70%,7.78%,N/A,Innovator Management,2,100.00%,100.00%,100.00%,N/A,N/A,N/A,$24.14,$24.79,$24.46,$24.51,50.23,N/A,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
THY,Agility Shares Dynamic Tactical Income ETF,Bond,"$41,811,000",N/A,N/A,false,false,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$0.0,-$1.261,$0.0,$38.271225,$38.271225,$38.271225,High Yield Bonds,2020-06-25,1.16%,N/A,N/A,N/A,N/A,Monthly,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Toews Corp,4,100.00%,100.00%,100.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VIRS,Pacer BioThreat Strategy ETF,Equity,"$5,588,200",N/A,N/A,false,false,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$0.0,$0.000535,$0.0,$5.122895,$5.122895,$5.122895,Large Cap Growth Equities,2020-06-24,0.70%,N/A,N/A,N/A,N/A,Annually,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pacer Financial,48,49.47%,69.22%,100.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C,N/A,N/A,N/A,N/A,N/A,6.22,62.63%,61.22%,35.32,0.18%,12.23%
NOCT,Innovator Nasdaq-100 Power Buffer ETF October Series,Equity,"$67,862,100","38,811",$36.11,false,false,false,false,0.21%,1.18%,11.64%,11.64%,N/A,N/A,$0.0,$3.768975,$0.0,$35.140896,$59.138149,$59.138149,Global Equities,2019-10-01,0.79%,N/A,N/A,N/A,N/A,N/A,1.41%,34.12,0.34,30.60%,4.98%,10.67%,9.24%,Innovator Management,1,100.00%,100.00%,100.00%,39%,20%,1099,$35.49,$36.21,$35.99,$36.18,65.04,N/A,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ROMO,Strategy Shares Newfound/ReSolve Robust Momentum ETF,Multi-Asset,"$39,904,000",N/A,N/A,false,false,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$0.0,-$0.6255,$0.0,$30.962865,$35.45177,$35.45177,Hedge Fund,2019-11-01,0.87%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Strategy Shares,4,100.00%,100.00%,100.00%,39%,20%,1099,N/A,N/A,N/A,N/A,N/A,N/A,C+,N/A,N/A,N/A,N/A,N/A,5.3,25.79%,35.76%,176.93,5.95%,4.28%
PDEC,Innovator S&P 500 Power Buffer ETF December Series,Equity,"$198,840,000","119,543",$29.00,false,false,false,false,0.59%,1.19%,8.45%,8.45%,N/A,N/A,$0.0,$31.556683,$0.0,$115.984645,$192.421616,$192.421616,Large Cap Blend Equities,2019-12-02,0.79%,N/A,N/A,N/A,N/A,N/A,1.45%,25.9,0.42,15.20%,5.16%,6.85%,6.25%,Innovator Management,2,100.00%,100.00%,100.00%,39%,20%,1099,$28.58,$28.99,$28.86,$29.09,64.02,N/A,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KJAN,Innovator Russell 2000 Power Buffer ETF January Series,Equity,"$56,414,300","105,375",$29.00,false,false,false,false,0.45%,2.00%,N/A,N/A,N/A,N/A,-$1.44652,-$1.44652,$0.0,$42.831188,$45.501161,$45.501161,Global Equities,2020-01-01,0.79%,N/A,N/A,N/A,N/A,N/A,2.06%,17.24,0.65,19.54%,3.85%,9.97%,10.87%,Innovator Management,2,100.00%,100.00%,100.00%,39%,20%,1099,$28.46,$29.06,N/A,N/A,68.89,N/A,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HCRB,Hartford Core Bond ETF,Bond,"$126,953,000","7,578",$42.04,false,false,false,false,0.27%,0.29%,N/A,N/A,N/A,N/A,$0.0,$0.0,$0.0,$124.25767,$124.25767,$124.25767,Total Bond Market,2020-02-19,0.29%,$0.76,2020-12-30,$0.37,1.82%,Monthly,N/A,N/A,0.31,7.41%,2.46%,3.11%,2.97%,Hartford Funds,447,33.84%,43.20%,66.80%,39%,20%,1099,$41.78,$42.03,N/A,N/A,59.29,N/A,B,N/A,N/A,N/A,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TMDV,ProShares Russell U.S. Dividend Growers ETF,Equity,"$22,879,000",503,$42.09,false,false,false,false,1.12%,2.35%,4.81%,4.81%,N/A,N/A,$0.0,-$0.421777,$0.0,$5.853688,$18.521769,$18.521769,All Cap Equities,2019-11-05,0.35%,$0.26,2020-03-25,$0.20,0.76%,N/A,3.23%,23.39,0.88,18.92%,10.80%,19.44%,17.62%,ProShares,70,15.38%,22.85%,73.52%,39%,20%,1099,$41.21,$42.18,$42.09,$42.09,57.91,C,B+,N/A,A-,B-,B-,N/A,5.97,48.65%,52.91%,225.97,2.86%,5.42%
BSEP,Innovator S&P 500 Buffer ETF September Series,Equity,"$108,884,000","49,003",$29.14,false,false,false,false,0.59%,1.92%,12.44%,12.44%,N/A,N/A,$0.0,-$1.432005,$0.0,$97.3972,$101.652853,$101.652853,Large Cap Blend Equities,2019-09-03,0.79%,N/A,N/A,N/A,N/A,N/A,1.86%,25.9,0.72,28.10%,5.30%,11.84%,12.76%,Innovator Management,1,100.00%,100.00%,100.00%,39%,20%,1099,$28.54,$29.13,$28.91,$29.32,65.94,N/A,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LSLT,Salt Low truBeta US Market Fund,Equity,"$8,560,700",572,$28.82,false,false,false,false,1.28%,2.09%,3.43%,3.43%,N/A,N/A,$0.0,$0.0,$0.0,-$0.410633,$8.20013,$8.20013,Large Cap Blend Equities,2019-03-12,0.00%,N/A,N/A,N/A,N/A,Annually,1.91%,24.04,0.74,37.69%,7.81%,12.84%,13.13%,Salt Financial LLC,101,10.48%,15.62%,50.98%,N/A,N/A,N/A,$28.16,$28.76,$28.82,$28.82,60.75,N/A,A+,N/A,N/A,N/A,N/A,N/A,6.51,92.05%,69.98%,627.88,16.46%,8.71%
BJUN,Innovator S&P 500 Buffer ETF June Series,Equity,"$31,847,800","3,225",$31.17,false,false,false,false,0.50%,1.04%,10.14%,10.14%,N/A,N/A,$0.0,$0.0,$0.0,$19.30003,$23.767755,$23.767755,Large Cap Blend Equities,2019-06-03,0.79%,N/A,N/A,N/A,N/A,Annually,1.87%,25.9,0.55,27.25%,3.35%,8.53%,8.97%,Innovator Management,2,100.00%,100.00%,100.00%,N/A,N/A,N/A,$30.80,$31.13,$31.09,$31.22,64.39,C,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BAUG,Innovator S&P 500 Buffer ETF,Equity,"$49,710,500","4,608",$29.80,false,false,false,false,0.81%,1.50%,12.20%,12.20%,N/A,N/A,$0.0,-$1.480335,$0.0,-$2.858675,$40.590317,$40.590317,Large Cap Blend Equities,2019-08-01,0.79%,N/A,N/A,N/A,N/A,N/A,1.97%,25.9,0.70,25.54%,5.06%,10.29%,11.32%,Innovator Management,1,100.00%,100.00%,100.00%,39%,20%,1099,$29.31,$29.74,$29.73,$29.83,63.99,N/A,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACIO,Aptus Collared Income Opportunity ETF,Multi-Asset,"$178,204,000","33,378",$27.82,false,false,false,false,1.44%,1.70%,9.84%,9.84%,N/A,N/A,$0.0,$5.50441,$0.0,$72.697485,$162.80195,$162.80195,Diversified Portfolio,2019-07-10,0.79%,N/A,N/A,N/A,N/A,N/A,1.46%,26.54,0.28,50.07%,6.49%,11.15%,11.92%,Aptus Capital Advisors,63,32.24%,41.63%,91.91%,39%,20%,1099,$27.17,$27.80,$27.54,$28.12,61.62,N/A,B-,N/A,N/A,N/A,N/A,N/A,4.92,19.63%,29.11%,150.25,7.97%,2.05%
TDSD,Cabana Target Drawdown 13 ETF,Multi-Asset,"$165,907,000",N/A,N/A,false,false,false,false,N/A,N/A,N/A,N/A,N/A,N/A,-$0.621375,$1.911575,$0.0,$162.98105,$162.98105,$162.98105,n/a,2020-09-16,0.68%,N/A,N/A,N/A,N/A,Annually,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cabana Asset Management,12,99.35%,100.01%,100.01%,39%,20%,1099,N/A,N/A,N/A,N/A,N/A,N/A,A,N/A,N/A,N/A,N/A,N/A,5.4,30.32%,37.55%,552.41,7.44%,4.00%
LIV,Emles @ Home ETF,Equity,"$11,158,300",N/A,N/A,false,false,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$0.0,$0.0,$0.0,$0.0,$0.0,$0.0,Consumer Discretionary Equities,2020-10-15,0.49%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Emles,28,49.98%,67.90%,100.02%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.79,20.28%,27.39%,35.42,0.00%,2.48%
VNMC,Natixis Vaughan Nelson Mid Cap ETF,Equity,"$7,640,000",N/A,N/A,false,false,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$0.0,$0.582364,$0.0,$1.148446,$1.148446,$1.148446,Mid Cap Blend Equities,2020-09-17,0.90%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Natixis Global Asset Management,68,27.42%,38.16%,88.10%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C,N/A,N/A,N/A,N/A,N/A,5.39,81.87%,37.34%,527.47,11.36%,1.96%
MFMS,Motley Fool Small-Cap Growth ETF,Equity,"$160,397,000",N/A,N/A,false,false,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$0.96625,$17.5165,$0.0,$43.78475,$105.22935,$105.22935,Small Cap Growth Equities,2018-10-30,0.85%,N/A,N/A,N/A,N/A,Annually,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Motley Fool Asset Management,31,44.54%,62.53%,99.99%,39%,20%,1099,N/A,N/A,N/A,N/A,N/A,N/A,C,N/A,N/A,N/A,N/A,N/A,4.64,48.47%,25.17%,31.0,0.00%,6.54%
